Back to Contents,Data 1: U.S. Natural Gas Gross Withdrawals and Production,,,,,,,,,,
Sourcekey,N9010US2,N9011US2,N9012US2,NGM_EPG0_FGS_NUS_MMCF,NGM_EPG0_FGC_NUS_MMCF,N9020US2,N9040US2,N9030US2,N9050US2,N9060US2,N9070US2
Date,U.S. Natural Gas Gross Withdrawals (MMcf),U.S. Natural Gas Gross Withdrawals from Gas Wells (MMcf),U.S. Natural Gas Gross Withdrawals from Oil Wells (MMcf),U.S. Natural Gas Gross Withdrawals from Shale Gas (Million Cubic Feet),U.S. Natural Gas Gross Withdrawals from Coalbed Wells (MMcf),U.S. Natural Gas Repressuring (MMcf),U.S. Natural Gas Vented and Flared (MMcf),U.S. Nonhydrocarbon Gases Removed from Natural Gas (MMcf),U.S. Natural Gas Marketed Production (MMcf),U.S. Natural Gas Plant Liquids Production (Million Cubic Feet),U.S. Dry Natural Gas Production (MMcf)
Dec-2009,2196325,1198103,491310,336186,170727,308780,13396,71701,1802449,85267,1717182
Jan-2010,2210163,1133912,506855,406673,162723,302469,13091,70460,1824143,86910,1737233
Feb-2010,2047815,1052308,471123,375550,148835,293685,12082,59179,1682869,80179,1602690
Mar-2010,2276546,1160678,527636,423948,164284,327528,13244,71255,1864519,88833,1775686
Apr-2010,2190270,1114216,483507,433217,159330,294305,15194,67459,1813312,86394,1726918
May-2010,2236507,1144376,472642,454828,164661,273130,14222,62678,1886476,89880,1796596
Jun-2010,2138770,1089664,448099,444215,156791,257303,13060,65915,1802492,85878,1716613
Jul-2010,2208753,1103493,426207,516703,162350,235558,13969,63143,1896082,90337,1805745
Aug-2010,2235038,1116748,430469,522784,165037,233650,15026,68367,1917995,91381,1826614
Sep-2010,2238147,1069752,495450,513320,159625,289129,13151,74829,1861038,88668,1772370
Oct-2010,2356947,1103121,520476,572200,161150,309003,13474,78356,1956114,93197,1862916
Nov-2010,2276710,1055096,505640,562774,153200,292342,14122,77588,1892658,90174,1802484
Dec-2010,2400418,1104134,546599,590909,158776,323484,15292,77468,1984174,94534,1889640
Jan-2011,2299298,1055851,464194,626998,152255,249401,21936,75229,1952732,92165,1860566
Feb-2011,2104330,938227,466463,562261,137380,287806,20393,67202,1728929,81602,1647326
Mar-2011,2410884,1073020,530228,652767,154870,318686,14315,75525,2002359,94508,1907851
Apr-2011,2349720,1033091,501976,669549,145103,302291,13497,73085,1960847,92549,1868299
May-2011,2410866,1057528,502371,700130,150836,288748,15913,75510,2030695,95845,1934850
Jun-2011,2312943,1012955,475053,679587,145348,270382,15925,72183,1954453,92247,1862207
Jul-2011,2340293,1039485,419769,729338,151701,214464,16786,76249,2032795,95944,1936850
Aug-2011,2370440,1029990,446254,744380,149816,239834,15806,58183,2056617,97069,1959548
Sep-2011,2358169,992944,487535,731041,146649,282109,16586,72340,1987134,93789,1893345
Oct-2011,2502387,1031751,513217,806763,150657,288678,21650,73324,2118735,100000,2018734
Nov-2011,2475947,999917,543092,787075,145863,306677,17885,75233,2076152,97991,1978161
Dec-2011,2543747,1026310,557768,811094,148575,316237,18745,73860,2134904,100764,2034141
Jan-2012,2571350,1125753,455112,850081,140404,332298,16162,70191,2152698,106430,2046268
Feb-2012,2360061,1032209,420631,779826,127395,302230,16603,66796,1974431,97616,1876815
Mar-2012,2524260,1099787,451628,836494,136352,319776,17388,68403,2118693,104749,2013944
Apr-2012,2417498,1032068,414310,842792,128328,290191,18334,64454,2044519,101082,1943437
May-2012,2490707,1055642,427583,875482,132000,291899,17488,59953,2121367,104881,2016486
Jun-2012,2376776,1008131,390744,851601,126300,266095,18832,51940,2039909,100854,1939055
Jul-2012,2465064,1066571,359851,911084,127559,222160,21235,59285,2162384,106909,2055476
Aug-2012,2373954,1051540,276742,918391,127280,144521,17412,60279,2151742,106383,2045359
Sep-2012,2410375,1020391,380236,886755,122992,237976,17840,60270,2094289,103542,1990747
Oct-2012,2557140,1029999,455053,944911,127177,295660,18179,74527,2168774,107225,2061550
Nov-2012,2471365,988465,453696,907216,121989,293388,15870,60274,2101833,103915,1997917
Dec-2012,2523763,993671,480248,928226,121618,281394,17503,72227,2152640,106427,2046213
Jan-2013,2512031,933301,477897,977938,122895,317098,20803,37729,2136400,113389,2023011
Feb-2013,2269907,846692,424253,885538,113424,279555,21092,33984,1935275,102714,1832561
Mar-2013,2504000,932103,470267,975914,125716,307569,21217,38357,2136856,113413,2023443
Apr-2013,2446307,905886,461279,958819,120324,293577,20483,37625,2094623,111172,1983451
May-2013,2488677,923166,445900,997613,121998,270434,22324,38871,2157048,114485,2042563
Jun-2013,2385386,891462,416941,959035,117949,251723,20903,28368,2084393,110629,1973764
Jul-2013,2512441,913497,429551,1047840,121554,263586,23186,29265,2196404,116574,2079830
Aug-2013,2495089,910896,417242,1045229,121723,251957,23442,28013,2191677,116323,2075354
Sep-2013,2414405,859246,437548,1004528,113084,257335,21702,19905,2115463,112278,2003186
Oct-2013,2513172,897422,451184,1044998,119569,270485,21689,28398,2192600,116372,2076228
Nov-2013,2455169,863925,467220,1009572,114452,261499,21781,28283,2143606,113771,2029834
Dec-2013,2525967,881949,505419,1025503,113096,306639,21769,19671,2177887,115591,2062296
Jan-2014,2580019,842317,517989,1105060,114653,314630,24969,41625,2198795,128592,2070203
Feb-2014,2356978,789097,465046,999368,103468,275414,24634,23891,2033039,118898,1914141
Mar-2014,2623914,881366,521015,1107193,114339,305682,24807,26287,2267138,132589,2134549
Apr-2014,2583873,844658,500855,1129856,108504,283733,23614,28849,2247677,131451,2116226
May-2014,2633253,852465,499552,1169229,112006,270735,26126,26334,2310058,135099,2174959
Jun-2014,2560033,835510,483077,1133072,108375,262283,25208,25459,2247082,131416,2115666
Jul-2014,2629156,863511,443239,1212228,110177,207345,25005,25447,2371359,138684,2232675
Aug-2014,2644937,884007,437028,1213729,110173,208603,26048,26013,2384273,139439,2244834
Sep-2014,2625503,841238,501031,1176663,106571,269913,24072,24974,2306544,134893,2171651
Oct-2014,2735719,844552,528124,1255581,107461,282926,22330,23393,2407070,140772,2266298
Nov-2014,2661917,810902,531983,1215058,103975,298572,23795,25034,2314517,135360,2179157
Dec-2014,2770080,833795,571017,1257899,107369,311256,23307,25315,2410202,140956,2269247
Jan-2015,2790052,822957,558973,1303184,104938,305164,27532,37004,2420352,143561,2276791
Feb-2015,2520509,738852,503459,1183482,94715,267063,21994,34465,2196987,130312,2066675
Mar-2015,2827524,810904,576451,1336504,103665,322674,24856,36875,2443119,144911,2298208
Apr-2015,2758730,789264,564258,1305443,99765,300452,24770,35068,2398440,142261,2256179
May-2015,2790849,803572,549783,1335558,101936,283529,26874,37732,2442713,144887,2297826
Jun-2015,2660158,773933,501219,1287771,97235,239883,25425,36435,2358416,139887,2218529
Jul-2015,2756222,794462,515730,1346412,99619,247328,27051,37089,2444753,145008,2299745
Aug-2015,2744748,780568,502509,1361877,99794,230901,27021,39291,2447534,145173,2302361
Sep-2015,2721449,770977,545621,1308824,96026,280179,22169,35569,2383531,141377,2242155
Oct-2015,2806078,777128,570799,1359164,98986,302167,20269,38600,2445042,145025,2300017
Nov-2015,2726220,746850,564178,1320749,94442,310245,19237,40501,2356237,139758,2216479
Dec-2015,2812110,761813,584648,1370350,95299,322685,22345,32160,2434920,144425,2290495
Jan-2016,2823104,638346,575737,1515623,93398,323332,22548,41849,2435375,155035,2280340
Feb-2016,2653842,616281,524352,1426005,87204,299216,18824,25281,2310521,147087,2163435
Mar-2016,2824983,672249,559755,1499248,93731,320612,20912,41483,2441976,155455,2286521
Apr-2016,2678610,616021,505035,1468682,88872,272439,19009,25608,2361554,150335,2211218
May-2016,2767844,622639,536119,1518351,90735,298044,18764,38561,2412475,153577,2258898
Jun-2016,2628164,589857,488158,1463590,86558,259498,19331,37047,2312288,147199,2165089
Jul-2016,2721210,603497,504249,1523883,89582,274540,21890,15866,2408915,153350,2255564
Aug-2016,2722631,590207,520679,1521640,90105,282492,19023,31303,2389813,152134,2237678
Sep-2016,2626213,584167,505551,1448961,87534,273711,17090,38011,2297402,146252,2151150
Oct-2016,2720187,601760,539447,1488769,90212,296954,18567,39987,2364679,150534,2214145
Nov-2016,2678247,571539,553695,1467124,85889,315978,16554,38221,2307494,146894,2160600
Dec-2016,2746543,581295,572343,1505663,87242,331292,17899,39797,2357556,150081,2207475
Jan-2017,2723628,525828,550704,1562121,84975,331690,22945,29563,2339431,151984,2187447
Feb-2017,2493267,472047,505985,1438680,76555,305432,17139,28108,2142588,139196,2003393
Mar-2017,2797117,543939,560762,1607345,85070,334324,17297,19697,2425799,157595,2268204
Apr-2017,2689967,517704,520882,1568742,82638,306345,17705,15485,2350432,152698,2197733
May-2017,2778965,516713,534122,1643892,84237,310411,19369,20445,2428739,157786,2270953
Jun-2017,2688422,506113,486284,1614519,81506,272596,22521,20128,2373176,154176,2219000
Jul-2017,2753997,518613,463533,1688557,83293,235041,19979,21404,2477573,160958,2316614
Aug-2017,2769670,517848,475094,1694366,82362,249803,22704,20983,2476180,160868,2315312
Sep-2017,2763285,500187,504550,1677823,80726,276765,26151,22157,2438213,158401,2279811
Oct-2017,2911373,526830,534911,1766484,83147,301032,24438,21648,2564255,166590,2397665
Nov-2017,2897003,496469,534028,1787812,78694,297362,20707,20162,2558771,166233,2392537
Dec-2017,3025419,519127,546583,1877261,82449,317931,24533,20285,2662670,170757,2491914
Jan-2018,2993178,665082,391446,1850680,85970,325211,29102,20550,2618315,177251,2441063
Feb-2018,2751215,611498,358228,1704589,76900,295921,21938,19008,2414348,163444,2250905
Mar-2018,3069284,669220,399671,1915467,84925,315367,24565,25135,2704217,183067,2521151
Apr-2018,2976108,646869,378572,1869862,80805,311039,28437,24091,2612541,176861,2435681
May-2018,3098558,669082,379054,1966679,83743,313734,31713,22444,2730667,184857,2545810
Jun-2018,2972738,642749,327376,1922264,80350,260982,31973,23830,2655954,179799,2476154
Jul-2018,3138242,666257,343438,2045869,82679,261852,52888,24356,2799146,189493,2609653
Aug-2018,3206177,672050,358328,2092618,83182,273392,53278,23908,2855600,193315,2662285
Sep-2018,3153978,648863,365071,2059835,80209,287058,35198,22905,2808817,190148,2618670
Oct-2018,3314676,668904,379974,2183049,82749,301185,59189,15052,2939250,198978,2740273
Nov-2018,3259912,642685,401997,2136395,78835,311098,42651,12065,2894098,195921,2698177
Dec-2018,3391473,660804,420344,2229941,80384,330530,59670,25359,2975914,201460,2774454
Jan-2019,3376735,644510,423126,2231082,78018,331494,45547,24865,2974830,207962,2766868
Feb-2019,3056916,585129,367432,2034214,70141,290293,38326,23048,2705249,189116,2516133
Mar-2019,3383042,639820,401333,2264257,77632,307935,41945,24354,3008808,210337,2798471
Apr-2019,3315270,617631,401160,2221029,75450,305880,58755,24790,2925844,204537,2721306
May-2019,3424018,630261,401362,2314917,77479,310097,44779,22697,3046445,212968,2833477
Jun-2019,3299794,608327,365243,2251907,74317,267613,52394,23483,2956304,206667,2749637
Jul-2019,3395984,602982,338255,2378255,76492,264686,48589,11011,3071698,214733,2856964
Aug-2019,3448106,624041,343969,2403284,76812,231063,48221,22438,3146384,219954,2926429
Sep-2019,3396571,618881,353321,2350433,73936,273099,43360,23578,3056535,213673,2842862
Oct-2019,3551970,630510,385424,2460040,75996,299941,41527,24353,3186150,222734,2963416
Nov-2019,3509293,607175,402720,2426542,72856,312524,40075,22767,3133926,219084,2914843
Dec-2019,3622512,624021,420205,2504871,73415,327300,35962,24505,3234746,226132,3008614
Jan-2020,3598402,604082,407334,2513867,73120,295334,38116,7421,3257533,239079,3018453
Feb-2020,3366311,563921,382648,2351637,68105,319686,36708,17072,2992845,223394,2769451
Mar-2020,3579884,591476,391550,2524957,71900,326726,39367,21754,3192036,239233,2952802
Apr-2020,3375996,556747,365139,2385364,68747,263136,27537,9150,3076174,225432,2850742
May-2020,3290613,554312,350889,2315568,69844,293518,22813,31371,2942912,219084,2723828
Jun-2020,3220917,540793,338723,2273712,67690,247579,24499,21771,2927068,215040,2712029
Jul-2020,3386520,563375,350013,2404336,68795,299559,29359,30822,3026780,226142,2800638
Aug-2020,3368303,543985,318696,2437599,68023,283563,25144,32009,3027588,225412,2802176
Sep-2020,3274179,524899,336308,2346572,66400,263261,24174,29576,2957168,218375,2738793
Oct-2020,3381515,530668,351915,2430689,68244,321489,25572,29586,3004869,223934,2780936
Nov-2020,3371220,527518,365649,2412047,66006,319609,23122,30118,2998371,223387,2774983
Dec-2020,3516066,541581,404077,2503689,66719,346969,22863,28751,3117483,231185,2886298
Jan-2021,3504128,533310,398761,2505571,66487,343602,22550,32396,3105581,233604,2871976
Feb-2021,2938642,454669,348382,2076596,58994,290111,26137,25163,2597230,195366,2401865
Mar-2021,3509749,534655,394442,2514904,65749,331611,23179,18892,3136068,235898,2900170
Apr-2021,3428387,518088,371270,2475838,63191,314399,23631,31695,3058663,230075,2828588
May-2021,3524820,530948,377493,2551126,65252,313255,24926,28553,3158085,237554,2920531
Jun-2021,3389749,501094,349303,2476793,62559,291884,24947,27653,3045264,229067,2816197
Jul-2021,3508680,520485,332894,2591107,64193,275926,26956,29290,3176507,238939,2937568
Aug-2021,3534922,513991,346524,2610084,64323,293474,26834,28694,3185920,239647,2946272
Sep-2021,3440723,492754,333541,2551916,62511,292268,20316,24061,3104078,233491,2870587
Oct-2021,3612938,521313,364428,2663159,64038,305331,21877,27249,3258481,245106,3013375
Nov-2021,3564460,504046,384093,2614030,62290,325117,22361,28024,3188958,239876,2949082
Dec-2021,3719546,519509,407532,2729218,63287,344365,24061,28095,3323025,249961,3073064
Jan-2022,3628346,501904,401848,2661822,62771,339281,25362,28436,3235266,252344,2982923
Feb-2022,3266220,456209,365104,2388436,56472,306618,20851,24271,2914480,227323,2687157
Mar-2022,3662848,511222,398039,2690557,63030,331919,22278,26197,3282454,256024,3026429
Apr-2022,3568334,496325,381603,2629798,60608,319527,22018,27571,3199218,249532,2949686
May-2022,3695408,507724,378490,2747039,62154,314581,22147,26639,3332041,259892,3072149
Jun-2022,3564801,491548,349080,2663855,60318,284365,21690,26420,3232326,252114,2980211
Jul-2022,3735794,515468,369051,2789151,62124,306773,24402,29542,3375077,263249,3111828
Aug-2022,3730403,506420,361059,2800617,62307,291548,22093,24379,3392383,264599,3127785
Sep-2022,3669326,491737,365772,2751649,60168,295167,20273,23472,3330414,259765,3070649
Oct-2022,3813798,514704,386515,2849694,62885,322568,22934,30553,3437743,268137,3169606
Nov-2022,3712188,490968,400065,2760841,60314,333246,23292,29078,3326572,259466,3067107
Dec-2022,3754805,495218,419591,2778832,61163,336846,23543,24040,3370376,262882,3107493
Jan-2023,3819633,,,,,,,,3428769,272007,3156761
Feb-2023,3455613,,,,,,,,3102781,248643,2854137
Mar-2023,3858010,,,,,,,,3474934,286228,3188706
Apr-2023,3729365,,,,,,,,3362007,280913,3081094
May-2023,3869465,,,,,,,,3499909,289696,3210214
Jun-2023,3719787,,,,,,,,3375450,278429,3097021
Jul-2023,3827200,,,,,,,,3494802,292122,3202680
Aug-2023,3849638,,,,,,,,3533722,294635,3239087
Sep-2023,3761177,,,,,,,,3426002,293008,3132994
Oct-2023,3908666,,,,,,,,3536693,303341,3233351
Nov-2023,3840525,,,,,,,,3468760,292673,3176087
Dec-2023,3993824,,,,,,,,3592260,295529,3296731
Jan-2024,3871729,,,,,,,,3478855,269190,3209666
Feb-2024,3723104,,,,,,,,3348137,275682,3072455
Mar-2024,3880213,,,,,,,,3486527,304390,3182137
Apr-2024,3716254,,,,,,,,3352207,301000,3051207
May-2024,3834338,,,,,,,,3461632,313602,3148030
Jun-2024,3731414,,,,,,,,3385781,301477,3084304
Jul-2024,3892232,,,,,,,,3538639,306403,3232236
Aug-2024,3855874,,,,,,,,3513772,310350,3203423
